sentence,growth,slow,grown,rate,grew,new,increase,profit,sales,profitability,revenue,margin,ebitda,fast,eps,%,quarter,top,progress,bottom,strong,organic,drivers,high,add,improve,consistency,annual,quarterly,income
" The technology company presented its business figures for the first nine months on Thursday, confirming its annual targets: We are steadily continuing our successful path",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" The company dominates electricity and heat sales in its region, which is where consumption growth is among the strongest, supported by its higher-than-average income per capita",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
" Vuzix Blade Smart Glasses volume production should begin in the coming weeks resulting in shipments to our developer community, customers and strategic partners beginning before the end of the second quarter, said Paul Travers, President and CEO of Vuzix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Western Australia's Resources Minister Bill Johnston has expressed concerns about the proposed pipeline, which aims to solve LNG shortages that have helped drive sharp price increases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We then put in place the key strategic pieces to fully enable accelerated growth in ESSI in Florida, expand our distributor relationships across the eastern half of the US, while driving international sales in Italy and Germany",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Andrews has led the strategic acquisition of multiple, value-added properties; diligently managed on-time, on-budget development projects; and cultivated and maintained key tenant relationships",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Red Stone Equity's COO Bob Fein commented, As the LIHTC industry faces some headwinds and uncertainty in 2017, it is entirely appropriate to celebrate our achievements of the prior year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" According to a recent report from Technavio, the global mobile hotspot category is forecasted to grow at a compound annual growth rate of percent through due in part to the rapid digitization of enterprises and organizations, the emergence of next-generation wireless networks and an increase in business travel",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" CSG has been fortunate to have someone like Randy, with such high integrity, authenticity and skill, participate in the company's growth and evolution, Don Reed, chairman of the board stated",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" CFO Pierre Courduroux says that has reduced the profitability gap between those crops and corn, which is more comfortable for us, but definitely corn still is the most profitable for us",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We continue to view the Oregon craft cannabis market as an attractive investment opportunity and our 51% majority interest in this high-growth venture will enable our shareholders to participate in this upside,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" is losing two executives it recently recruited from Silicon Valley, the latest in a series of prominent leaders to leave the car maker since Chief Executive Jim Hackett was hired last year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 These changes to the Board and executive positions elevates the Company's expertise to deal with anticipated future needs of greater capital requirements and increased technical oversight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Morgan Stanley expects Commerzbank to attract roughly million customers in the next four years, just shy of the bank's million target but above Morgan Stanley's previous estimates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We more than doubled our revenues compared to 2016, increased our installed capacity and made significant progress on several projects with aggregate capacity of MW (on a gross basis)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" Milmoe spoke to Fieldly' s significant accomplishments during his more than six years at the Company including the recent introductions of HEAT(TM), a line of trainer-grade fitness drinks and the CELSIUS(R) Natural product line extension",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In addition to new expansion opportunities, the Company plans to announce new additions to its Board of Directors, including experts in franchising, M&A, product launches and licensing, as well as merchandising",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The Department of Energy said Thursday it will award $million over three years to six companies as part of a plan to develop supercomputers that can crunch data at least times faster than the nation's most powerful systems today, the Journal's Rachael King reports",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" - Macquarie says it is still likely that Australian regulators approve a $billion deal for BP to acquire gas stations from Woolworths, even though the Australian Competition and Consumer Commission just flagged concerns about the transaction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Chicago Fed President Charles Evans said he was a little nervous about the most recent inflation data and said it would be challenging to get inflation back to its 2% target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We have made continued progress with our go-to-market initiatives, as illustrated by the 21% annual growth in our deferred revenue and backlog, ending the year at a record $million",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
" We're excited that AMD joined the EdgeX project as a fellow founding member, and we look forward to deploying the framework together in secure and scalable IoT solutions that include our new line of three highly-capable, AMD-powered Dell EMC PowerEdge servers",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Following one major global brand's adoption in their high end TV models in the first quarter of 2017, Himax expects several new projects will enter mass production in 2018, especially in the TV market",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
" Stefan Dhmen, CFO of va-Q-tec AG, explains the growth dynamic, the results of operations during the first nine months of 2017, and current trends in Q4_:_ _Behind us lie nine months of strong growth in our Products business and strong growth in our Services business",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" The words may, could, should, would, suspect, outlook, believe, anticipate, estimate, expect, intend, plan, target and similar words and expressions are used to identify forward--looking information",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Business Highlights -- Exclusive Distribution Contract Extended -- Barfresh renewed its exclusive contract with North America's largest foodservice distributor in October,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We still see significant opportunities in Europe, Asia, Australia and other international markets, and we look forward to capitalizing on them as we move toward our goal of deriving 40% of our sales from international customers in the next few years",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The increase in total loans can be mostly attributed to increases of $million in commercial loans and $million in consumer loans, offset by a $million decrease in residential mortgages",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Management is currently working on a comprehensive building maintenance plan for its more significant, non-routine reinvestments in the building, which they plan to fund with unrestricted cash andor designated gift proceeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Demand for production components increased overall during the quarter, and the business situation was good in most customer segments, such as mechanical industry, electronics and medical technology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" Guy Zaczepinski, Managing Partner with Century Park Capital Partners, added, Levi Cottington and his management team did an outstanding job in growing this platform, and we could not be more excited for ICM's next chapter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Worries about China helped stoke a midweek drop in metals and Asian stocks, but those concerns appeared to be for naught with the country logging double-digit import and export growth for November this morning",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Comps at Sam's Club, which represented 12% of revenue in 2016, have lagged the mid-single-digit growth rate of Costco Wholesale Corporation - its primary competitor - rising 1",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The departure of the London Stock Exchange Group's chief executive, Xavier Rolet, is unfortunate but the operational performance of the bourse will not suffer, says Bank of America Merrill Lynch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Paul Meister, who has been overseeing the day-to-day operations of the Company on an interim basis, will continue in his role as Executive Vice Chairman of the Revlon Board of Directors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Finance minister Philip Hammond is tipped to abolish stamp duty for first-time buyers, which ETX Capital says would be positive for builders like Persimmon PLC, given that FTBs make up between a third and a half of private home deal completions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" David Roberts, a Principal at Advent International, said, The acquisition of Michael Angelo's is an important first step in our plan to build a food and beverage company of significant scale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Ophthalmology Division The Ophthalmology Division's sales jumped 23% in the third quarter, thanks in particular to the positive market response and the ramping up of production for the new Easyret laser",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 The oil and vinegar markets are currently experiencing a dramatic shift in consumer behavior from conventional to natural and organic oils and vinegars and O Olive is uniquely positioned to take advantage of this transition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
" It expects the BOJ to reaffirm its on-hold stance, allowing the dollar to climb against the yen in  While Anta's CFO quitting may have minor operational impact in terms of M&A and financing, HSBC believes there will be no change in the sportswear maker's expansion strategy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" (NYSE: SUM, Summit or the Company), a leading vertically integrated construction materials company, today announced results for the fourth quarter and full-year 2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" KHC impressed investors last year with its ability to cut costs so dramatically while still boosting comparable sales, at a time when rivals are seeing declining sales trends",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Our patient population exceeding months post-op is increasing and we are delighted with the fact that clinical results from the use of Episealer knee implants will be presented at the AGA Congress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We are extremely disappointed with the outcome, and based upon these results, we will be terminating the HSV-program, said Vijay Samant, Vical's president and chief executive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The decision to shut the East Village micro-school, which opened last year, at the end of this school year came in recent weeks: Earlier this fall, the company was hosting open houses to attract families to start its kindergarten through fifth grade next September We have finite resources, said Max Ventilla, the company's founder and chief executive",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We have begun to see real traction within our target markets, where we are clearly demonstrating the operational advantages we can bring to industry and to remote regions where clean water supplies are a major problem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" It is very disappointing that the review of the B+I [building and interiors] business unit has found weaker performance than we had previously understood, Chief Executive Mark Adamson said",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The clinical feedback from surgeons and patients in Germany is very positive and our surgeons have accepted the Episealer as one of their standard treatments, so we look forward to helping more patients back to an active life without knee pain, says Dirk Tretau, Regional Manager for Episurf Medical in North and West Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Whilst the likely revenue shortfall for the full year is frustrating, it is entirely understandable in the circumstances and the Group will be working closely with its partners and clients at this time to address their immediate priorities, said chief executive David Miles",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In this market environment, Senvion continues to gain market share in its key geographies, embed modularity in our products even further and transform the supply chain, which will help us on our path to profitable growth in 2019",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Mitsubishi UFJ Financial Group plans to pick Amsterdam as its new European head office for investment banking to cope with the fallout of Brexit, reports the Financial Times",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
